"","corpusngram4","n"
"50155","the week before christmas",2
"50156","the week before the",2
"50157","the week i will",2
"50158","the week of feb",2
"50159","the week of march",2
"50160","the week of the",2
"50161","the weekend about rangers",2
"50162","the weekend i was",2
"50163","the weekend of the",2
"50164","the weekend so the",2
"50165","the weekend with the",2
"50166","the weight of that",2
"50167","the weight room and",2
"50168","the wellcome trust has",2
"50169","the west and a",2
"50170","the west bank of",2
"50171","the west coast and",2
"50172","the west coast offense",2
"50173","the west coast to",2
"50174","the west it is",2
"50175","the west of the",2
"50176","the west side market",2
"50177","the western edge of",2
"50178","the wheel of a",2
"50179","the whims of the",2
"50180","the white house at",2
"50181","the white house correspondents",2
"50182","the white house felt",2
"50183","the white house i",2
"50184","the white house one",2
"50185","the white house says",2
"50186","the white house task",2
"50187","the white house the",2
"50188","the white house today",2
"50189","the white house was",2
"50190","the white indigenous population",2
"50191","the whole point of",2
"50192","the whole story of",2
"50193","the whole thing looks",2
"50194","the whole thing to",2
"50195","the wide variety of",2
"50196","the widow of a",2
"50197","the width of the",2
"50198","the wild card in",2
"50199","the wild things are",2
"50200","the wildcats have played",2
"50201","the will of god",2
"50202","the window of a",2
"50203","the winds of khalakovo",2
"50204","the wings of your",2
"50205","the winner advances to",2
"50206","the wish list and",2
"50207","the wishes of the",2
"50208","the witch and the",2
"50209","the woman i am",2
"50210","the woman who was",2
"50211","the woman will be",2
"50212","the women that work",2
"50213","the wonderful opportunity to",2
"50214","the wonderful people at",2
"50215","the wood for the",2
"50216","the wood oven to",2
"50217","the woods in the",2
"50218","the word in the",2
"50219","the words and the",2
"50220","the words of the",2
"50221","the words on the",2
"50222","the work for you",2
"50223","the work that has",2
"50224","the work to be",2
"50225","the work we do",2
"50226","the works of the",2
"50227","the world a better",2
"50228","the world and find",2
"50229","the world and how",2
"50230","the world and i",2
"50231","the world and myself",2
"50232","the world around her",2
"50233","the world around me",2
"50234","the world around them",2
"50235","the world around us",2
"50236","the world as it",2
"50237","the world as we",2
"50238","the world because they",2
"50239","the world coming to",2
"50240","the world during my",2
"50241","the world from global",2
"50242","the world had hacked",2
"50243","the world has lost",2
"50244","the world he has",2
"50245","the world heavyweight champion",2
"50246","the world i love",2
"50247","the world i want",2
"50248","the world i was",2
"50249","the world i will",2
"50250","the world in the",2
"50251","the world is going",2
"50252","the world is in",2
"50253","the world is the",2
"50254","the world it seemed",2
"50255","the world like a",2
"50256","the world more from",2
"50257","the world on fire",2
"50258","the world over for",2
"50259","the world there are",2
"50260","the world there is",2
"50261","the world war ii",2
"50262","the world when i",2
"50263","the world would you",2
"50264","the world you can",2
"50265","the world – or",2
"50266","the worlds most valuable",2
"50267","the world’ most famous",2
"50268","the worst drought in",2
"50269","the worst in the",2
"50270","the worst recession since",2
"50271","the worst thing that",2
"50272","the worst time to",2
"50273","the wrath of god",2
"50274","the writing on the",2
"50275","the wrong time to",2
"50276","the wrong way on",2
"50277","the year and is",2
"50278","the year before and",2
"50279","the year in 2009",2
"50280","the year in which",2
"50281","the years i have",2
"50282","the yellow brick road",2
"50283","the young man is",2
"50284","the youngest child of",2
"50285","the youngest in the",2
"50286","the youngest of the",2
"50287","the ‘retake mass effect’",2
"50288","theft of major artwork",2
"50289","their blogs and leave",2
"50290","their children in school",2
"50291","their concerns about the",2
"50292","their daily life and",2
"50293","their death it is",2
"50294","their debit cards for",2
"50295","their entry into the",2
"50296","their first amendment rights",2
"50297","their first reaction is",2
"50298","their grip on the",2
"50299","their home in the",2
"50300","their homes because they",2
"50301","their hopes and dreams",2
"50302","their kids will be",2
"50303","their knowledge and experience",2
"50304","their last seven games",2
"50305","their last two games",2
"50306","their lead to 11",2
"50307","their lives for the",2
"50308","their lives so that",2
"50309","their lives to save",2
"50310","their neighborhoods are becoming",2
"50311","their own free will",2
"50312","their own pictures of",2
"50313","their parents and grandparents",2
"50314","their practices of homage”",2
"50315","their roles in the",2
"50316","their understanding of the",2
"50317","their version of the",2
"50318","their way across the",2
"50319","their way into a",2
"50320","their way of life",2
"50321","their youth and their",2
"50322","them a chance to",2
"50323","them a couple of",2
"50324","them a taste of",2
"50325","them all in one",2
"50326","them all in the",2
"50327","them all the same",2
"50328","them all the time",2
"50329","them an opportunity to",2
"50330","them and love them",2
"50331","them and their families",2
"50332","them and they get",2
"50333","them and told them",2
"50334","them as i am",2
"50335","them as soon as",2
"50336","them at some point",2
"50337","them at the same",2
"50338","them because they are",2
"50339","them because they were",2
"50340","them before they are",2
"50341","them do to you",2
"50342","them down to the",2
"50343","them feel at home",2
"50344","them for a couple",2
"50345","them for the first",2
"50346","them for they are",2
"50347","them have to do",2
"50348","them i dont want",2
"50349","them i have been",2
"50350","them i want to",2
"50351","them if they do",2
"50352","them if they would",2
"50353","them in different ways",2
"50354","them in my mouth",2
"50355","them in other words",2
"50356","them in terms of",2
"50357","them in the comments",2
"50358","them in the first",2
"50359","them in the past",2
"50360","them in the right",2
"50361","them in the yard",2
"50362","them into a bowl",2
"50363","them it has given",2
"50364","them just because they",2
"50365","them more or less",2
"50366","them more than once",2
"50367","them no matter how",2
"50368","them no matter what",2
"50369","them on the street",2
"50370","them on their own",2
"50371","them on to the",2
"50372","them one by one",2
"50373","them out because they",2
"50374","them out of their",2
"50375","them over the top",2
"50376","them so i dont",2
"50377","them so we can",2
"50378","them some of the",2
"50379","them that they dont",2
"50380","them that would be",2
"50381","them the opportunity to",2
"50382","them the right way",2
"50383","them there are so",2
"50384","them they are not",2
"50385","them they will be",2
"50386","them this is an",2
"50387","them time to get",2
"50388","them to call a",2
"50389","them to call me",2
"50390","them to create the",2
"50391","them to do a",2
"50392","them to eat their",2
"50393","them to ensure they",2
"50394","them to read the",2
"50395","them to start their",2
"50396","them to the polls",2
"50397","them to the public",2
"50398","them to want to",2
"50399","them to wrap it",2
"50400","them up for a",2
"50401","them what if you",2
"50402","them with their homework",2
"50403","them you can also",2
"50404","them you have to",2
"50405","them “what do you",2
"50406","theme would be a",2
"50407","themselves and their children",2
"50408","themselves from a nutritional",2
"50409","themselves if you are",2
"50410","themselves on the back",2
"50411","then a few days",2
"50412","then a little bit",2
"50413","then all of the",2
"50414","then as i was",2
"50415","then as soon as",2
"50416","then at the end",2
"50417","then came up with",2
"50418","then get back to",2
"50419","then go to school",2
"50420","then he put the",2
"50421","then head of the",2
"50422","then i added the",2
"50423","then i go back",2
"50424","then i have a",2
"50425","then i have to",2
"50426","then i heard the",2
"50427","then i proceeded to",2
"50428","then i think that",2
"50429","then i took a",2
"50430","then i was going",2
"50431","then i was so",2
"50432","then i woke up",2
"50433","then invited him to",2
"50434","then is not an",2
"50435","then it hit me",2
"50436","then it was a",2
"50437","then it will be",2
"50438","then its time for",2
"50439","then it’ time to",2
"50440","then made our way",2
"50441","then maybe i could",2
"50442","then moved on to",2
"50443","then off to the",2
"50444","then reduce the heat",2
"50445","then repeat with the",2
"50446","then stir in the",2
"50447","then there are those",2
"50448","then try to do",2
"50449","then we headed to",2
"50450","then we went on",2
"50451","then went out and",2
"50452","then went to the",2
"50453","then why are we",2
"50454","then you know that",2
"50455","then you need to",2
"50456","then you should have",2
"50457","there actually was a",2
"50458","there all the time",2
"50459","there also appears to",2
"50460","there also is a",2
"50461","there always will be",2
"50462","there appears to be",2
"50463","there are a bunch",2
"50464","there are a variety",2
"50465","there are also some",2
"50466","there are an assortment",2
"50467","there are certain things",2
"50468","there are consequences to",2
"50469","there are corrupt individuals",2
"50470","there are days when",2
"50471","there are eight different",2
"50472","there are five of",2
"50473","there are good and",2
"50474","there are many more",2
"50475","there are many other",2
"50476","there are more people",2
"50477","there are no new",2
"50478","there are no other",2
"50479","there are no plans",2
"50480","there are no reports",2
"50481","there are not a",2
"50482","there are not many",2
"50483","there are only a",2
"50484","there are only four",2
"50485","there are other teens",2
"50486","there are other things",2
"50487","there are parts of",2
"50488","there are people in",2
"50489","there are several other",2
"50490","there are some interesting",2
"50491","there are some legitimate",2
"50492","there are still signs",2
"50493","there are still some",2
"50494","there are things in",2
"50495","there are things you",2
"50496","there are thousands of",2
"50497","there are times in",2
"50498","there are tons of",2
"50499","there are tools that",2
"50500","there are two reasons",2
"50501","there are two types",2
"50502","there arent a lot",2
"50503","there as well as",2
"50504","there at some point",2
"50505","there but for the",2
"50506","there came a point",2
"50507","there comes a point",2
"50508","there could be no",2
"50509","there for a couple",2
"50510","there for a reason",2
"50511","there for about a",2
"50512","there for at least",2
"50513","there for me when",2
"50514","there from the beginning",2
"50515","there had been a",2
"50516","there had been some",2
"50517","there has been little",2
"50518","there has been some",2
"50519","there hasnt been any",2
"50520","there have been three",2
"50521","there have been times",2
"50522","there i have to",2
"50523","there i wonder if",2
"50524","there in addition to",2
"50525","there in front of",2
"50526","there is a change",2
"50527","there is a definite",2
"50528","there is a god",2
"50529","there is a growing",2
"50530","there is a light",2
"50531","there is a moral",2
"50532","there is a need",2
"50533","there is a page",2
"50534","there is a place",2
"50535","there is a possibility",2
"50536","there is a solution",2
"50537","there is a specific",2
"50538","there is a strong",2
"50539","there is a thing",2
"50540","there is also another",2
"50541","there is always something",2
"50542","there is at least",2
"50543","there is definitely a",2
"50544","there is far more",2
"50545","there is indeed some",2
"50546","there is just not",2
"50547","there is light in",2
"50548","there is lots of",2
"50549","there is never a",2
"50550","there is no admission",2
"50551","there is no consensus",2
"50552","there is no difference",2
"50553","there is no easy",2
"50554","there is no good",2
"50555","there is no more",2
"50556","there is no other",2
"50557","there is no place",2
"50558","there is no point",2
"50559","there is no problem",2
"50560","there is no real",2
"50561","there is nothing else",2
"50562","there is nothing in",2
"50563","there is nothing so",2
"50564","there is nothing that",2
"50565","there is nothing you",2
"50566","there is only 1",2
"50567","there is plenty of",2
"50568","there is plenty to",2
"50569","there is really nothing",2
"50570","there is room for",2
"50571","there is something wrong",2
"50572","there is talk of",2
"50573","there is to know",2
"50574","there is usually some",2
"50575","there isnt much to",2
"50576","there may be no",2
"50577","there may be some",2
"50578","there may have been",2
"50579","there may not be",2
"50580","there might have been",2
"50581","there must be more",2
"50582","there needed to be",2
"50583","there never will be",2
"50584","there or at least",2
"50585","there please tell me",2
"50586","there probably will be",2
"50587","there so many times",2
"50588","there take i-17 north",2
"50589","there thank you for",2
"50590","there that sounds better",2
"50591","there there is a",2
"50592","there this is a",2
"50593","there was a big",2
"50594","there was a clear",2
"50595","there was a definite",2
"50596","there was a knock",2
"50597","there was a new",2
"50598","there was a reason",2
"50599","there was also this",2
"50600","there was even a",2
"50601","there was never any",2
"50602","there was no imminent",2
"50603","there was no one",2
"50604","there was no place",2
"50605","there was no room",2
"50606","there was no time",2
"50607","there was not a",2
"50608","there was nothing they",2
"50609","there was nothing wrong",2
"50610","there was only a",2
"50611","there was some sort",2
"50612","there was something that",2
"50613","there were a number",2
"50614","there were about 30",2
"50615","there were just two",2
"50616","there were many things",2
"50617","there were more than",2
"50618","there were no immediate",2
"50619","there were no injuries",2
"50620","there were not enough",2
"50621","there were only a",2
"50622","there were only two",2
"50623","there were other people",2
"50624","there were reports of",2
"50625","there will always be",2
"50626","there will be lots",2
"50627","there will be none",2
"50628","there will be nothing",2
"50629","there will be other",2
"50630","there will still be",2
"50631","there would be more",2
"50632","there would be plenty",2
"50633","therefore we have to",2
"50634","theres a chance of",2
"50635","theres a good chance",2
"50636","theres a lot more",2
"50637","theres also a chance",2
"50638","theres always next year",2
"50639","theres an adult looking",2
"50640","theres more than a",2
"50641","theres no better place",2
"50642","theres no guarantee that",2
"50643","theres no question about",2
"50644","theres no such thing",2
"50645","theres no timetable for",2
"50646","theres no way i",2
"50647","theres no way in",2
"50648","theres not a lot",2
"50649","theres nothing like a",2
"50650","theres so much great",2
"50651","theres something to be",2
"50652","theres still plenty of",2
"50653","there’ a bit of",2
"50654","there’ a lot to",2
"50655","there’ also a little",2
"50656","there’ no harm in",2
"50657","there’ no other way",2
"50658","there’ nothing wrong with",2
"50659","there’ really no way",2
"50660","thermometer to monitor the",2
"50661","these are all things",2
"50662","these are just a",2
"50663","these are just the",2
"50664","these are the ones",2
"50665","these books and i",2
"50666","these days as well",2
"50667","these days i know",2
"50668","these guys living in",2
"50669","these kids have a",2
"50670","these let me know",2
"50671","these people and their",2
"50672","these people who have",2
"50673","these things are true",2
"50674","these types of things",2
"50675","these young men and",2
"50676","they all had a",2
"50677","they all seem to",2
"50678","they allow you to",2
"50679","they also have the",2
"50680","they also say the",2
"50681","they are a bit",2
"50682","they are all good",2
"50683","they are allowed to",2
"50684","they are always a",2
"50685","they are at home",2
"50686","they are better off",2
"50687","they are coming from",2
"50688","they are correct that",2
"50689","they are due to",2
"50690","they are fairly well",2
"50691","they are forced to",2
"50692","they are in a",2
"50693","they are in fact",2
"50694","they are in trouble",2
"50695","they are looking for",2
"50696","they are much more",2
"50697","they are not aware",2
"50698","they are not the",2
"50699","they are out of",2
"50700","they are responsible for",2
"50701","they are so good",2
"50702","they are starting to",2
"50703","they are still so",2
"50704","they are talking about",2
"50705","they are the ones",2
"50706","they are truly in",2
"50707","they are unable to",2
"50708","they are very different",2
"50709","they are very excited",2
"50710","they are what they",2
"50711","they are when you",2
"50712","they aren’ coming out",2
"50713","they argued that the",2
"50714","they arrived at the",2
"50715","they beat them in",2
"50716","they begin to move",2
"50717","they believe in family",2
"50718","they both have the",2
"50719","they called us and",2
"50720","they came to the",2
"50721","they can also give",2
"50722","they can be as",2
"50723","they can be costly",2
"50724","they can do anything",2
"50725","they can do the",2
"50726","they can get the",2
"50727","they can get to",2
"50728","they can hardly be",2
"50729","they can start to",2
"50730","they can take care",2
"50731","they can work with",2
"50732","they cannot afford to",2
"50733","they combined for 17",2
"50734","they couldnt afford the",2
"50735","they did in the",2
"50736","they did not get",2
"50737","they did not have",2
"50738","they did not see",2
"50739","they do have a",2
"50740","they do not have",2
"50741","they dont always have",2
"50742","they dont ask about",2
"50743","they dont believe in",2
"50744","they dont give me",2
"50745","they dont have a",2
"50746","they dont like it",2
"50747","they don’ seem to",2
"50748","they end up in",2
"50749","they end with a",2
"50750","they feel the need",2
"50751","they found their way",2
"50752","they get older and",2
"50753","they get the details",2
"50754","they give it to",2
"50755","they go back to",2
"50756","they go to a",2
"50757","they had a family",2
"50758","they had been in",2
"50759","they had never had",2
"50760","they had one when",2
"50761","they had their own",2
"50762","they had to be",2
"50763","they had to make",2
"50764","they have a chance",2
"50765","they have a new",2
"50766","they have all been",2
"50767","they have all the",2
"50768","they have also criticized",2
"50769","they have always been",2
"50770","they have been in",2
"50771","they have chosen to",2
"50772","they have come out",2
"50773","they have confidence in",2
"50774","they have had to",2
"50775","they have never seen",2
"50776","they have the best",2
"50777","they have to do",2
"50778","they have to make",2
"50779","they have to say",2
"50780","they have to use",2
"50781","they just sit around",2
"50782","they knew i was",2
"50783","they know and what",2
"50784","they know who they",2
"50785","they lived and the",2
"50786","they may not have",2
"50787","they mean to you",2
"50788","they might not have",2
"50789","they might want to",2
"50790","they must have been",2
"50791","they must work each",2
"50792","they need to give",2
"50793","they need to make",2
"50794","they need to move",2
"50795","they ran out of",2
"50796","they really wanted to",2
"50797","they remind me of",2
"50798","they researched an item",2
"50799","they said it was",2
"50800","they said they aren’",2
"50801","they said they needed",2
"50802","they said they wanted",2
"50803","they sat in the",2
"50804","they say it’ the",2
"50805","they say that the",2
"50806","they say the best",2
"50807","they say they will",2
"50808","they say this is",2
"50809","they seemed to be",2
"50810","they should have a",2
"50811","they should have been",2
"50812","they should not have",2
"50813","they take over the",2
"50814","they talk about how",2
"50815","they tell me that",2
"50816","they thought they were",2
"50817","they told me i",2
"50818","they told me that",2
"50819","they try to find",2
"50820","they turned out and",2
"50821","they turned out to",2
"50822","they used to be",2
"50823","they want to have",2
"50824","they want to start",2
"50825","they wanted me to",2
"50826","they wanted to have",2
"50827","they wanted to stay",2
"50828","they watch out for",2
"50829","they were born to",2
"50830","they were both from",2
"50831","they were but one",2
"50832","they were doing and",2
"50833","they were doing the",2
"50834","they were in 2010",2
"50835","they were in any",2
"50836","they were just little",2
"50837","they were not able",2
"50838","they were not authorized",2
"50839","they were so excited",2
"50840","they were standing up",2
"50841","they were still there",2
"50842","they were talking to",2
"50843","they were telling me",2
"50844","they were the most",2
"50845","they were told that",2
"50846","they were walking in",2
"50847","they will all have",2
"50848","they will be my",2
"50849","they will be on",2
"50850","they will do the",2
"50851","they will fall to",2
"50852","they will give you",2
"50853","they will listen to",2
"50854","they will not be",2
"50855","they would be an",2
"50856","they would be interested",2
"50857","they would have had",2
"50858","they would like to",2
"50859","they would prefer to",2
"50860","they would want to",2
"50861","theyll be able to",2
"50862","theyre going to get",2
"50863","theyre the ones who",2
"50864","theyve all had days",2
"50865","theyve been able to",2
"50866","they’re most moved by",2
"50867","they’re not telling the",2
"50868","thing a father can",2
"50869","thing and the right",2
"50870","thing as too much",2
"50871","thing at a time",2
"50872","thing he said was",2
"50873","thing i know for",2
"50874","thing i love to",2
"50875","thing i wanted to",2
"50876","thing i wish i",2
"50877","thing is that it",2
"50878","thing is that you",2
"50879","thing ive ever heard",2
"50880","thing ive ever seen",2
"50881","thing left to do",2
"50882","thing over and over",2
"50883","thing that came to",2
"50884","thing that can be",2
"50885","thing that could happen",2
"50886","thing that ever happened",2
"50887","thing that happened to",2
"50888","thing that i have",2
"50889","thing to do and",2
"50890","thing to do but",2
"50891","thing to do in",2
"50892","thing to do so",2
"50893","thing to do to",2
"50894","thing to say to",2
"50895","thing we can do",2
"50896","thing we have a",2
"50897","thing you know they",2
"50898","thing you want to",2
"50899","things and i am",2
"50900","things are getting a",2
"50901","things bright and beautiful",2
"50902","things going on in",2
"50903","things have been going",2
"50904","things i could do",2
"50905","things i didnt know",2
"50906","things i have had",2
"50907","things i have learned",2
"50908","things i need to",2
"50909","things i never thought",2
"50910","things i think the",2
"50911","things i wish i",2
"50912","things id like to",2
"50913","things im thankful for",2
"50914","things in life that",2
"50915","things like this and",2
"50916","things seem to be",2
"50917","things should get very",2
"50918","things thanks so much",2
"50919","things that are not",2
"50920","things that can go",2
"50921","things that come to",2
"50922","things that have been",2
"50923","things that i do",2
"50924","things that i want",2
"50925","things that makes a",2
"50926","things that you can",2
"50927","things they want to",2
"50928","things up a bit",2
"50929","things we can do",2
"50930","things we do are",2
"50931","things were looking good",2
"50932","things work together for",2
"50933","things you have been",2
"50934","things you should be",2
"50935","think about how much",2
"50936","think about it all",2
"50937","think about it my",2
"50938","think about it when",2
"50939","think about the future",2
"50940","think for a while",2
"50941","think he is going",2
"50942","think he is in",2
"50943","think hes absolutely right",2
"50944","think i am the",2
"50945","think i can i",2
"50946","think i can stand",2
"50947","think i could have",2
"50948","think i don’ know",2
"50949","think i got a",2
"50950","think i have enough",2
"50951","think i have found",2
"50952","think i have to",2
"50953","think i know that",2
"50954","think i like it",2
"50955","think i might try",2
"50956","think i need a",2
"50957","think i was in",2
"50958","think i would be",2
"50959","think i would do",2
"50960","think ill do it",2
"50961","think im a freak",2
"50962","think is good for",2
"50963","think it can be",2
"50964","think it cant get",2
"50965","think it discriminates against",2
"50966","think it has to",2
"50967","think it is and",2
"50968","think it is because",2
"50969","think it is fair",2
"50970","think it is the",2
"50971","think it may have",2
"50972","think it might be",2
"50973","think it needs a",2
"50974","think it would have",2
"50975","think itll be a",2
"50976","think its fair to",2
"50977","think its important to",2
"50978","think its time to",2
"50979","think it’ fair to",2
"50980","think i’ going to",2
"50981","think much of the",2
"50982","think of it but",2
"50983","think of myself as",2
"50984","think of ways to",2
"50985","think of you and",2
"50986","think that he was",2
"50987","think that i could",2
"50988","think that i shall",2
"50989","think that i would",2
"50990","think that if you",2
"50991","think that in the",2
"50992","think that it is",2
"50993","think that it would",2
"50994","think that may be",2
"50995","think that they are",2
"50996","think that this idea",2
"50997","think that this is",2
"50998","think that this will",2
"50999","think that would be",2
"51000","think thats about it",2
"51001","think the browns will",2
"51002","think the most important",2
"51003","think there was anything",2
"51004","think there will be",2
"51005","think they look great",2
"51006","think they may have",2
"51007","think theyre going to",2
"51008","think this is my",2
"51009","think this is the",2
"51010","think this is what",2
"51011","think this will be",2
"51012","think we could have",2
"51013","think we have a",2
"51014","think we should get",2
"51015","think were going to",2
"51016","think you can do",2
"51017","think you could get",2
"51018","think you have it",2
"51019","think you have to",2
"51020","think you know everything",2
"51021","think you know your",2
"51022","think you need to",2
"51023","think you should do",2
"51024","think you would be",2
"51025","thinking about going back",2
"51026","thinking about it i",2
"51027","thinking about the kind",2
"51028","thinking fast and slow",2
"51029","thinking in terms of",2
"51030","thinking it would be",2
"51031","thinking of taking a",2
"51032","thinking of themselves as",2
"51033","thinking that we are",2
"51034","thinks she has the",2
"51035","third and fourth lines",2
"51036","third and two in",2
"51037","third base in the",2
"51038","third of the way",2
"51039","third on a flyout",2
"51040","third on a groundout",2
"51041","third round of the",2
"51042","third year in a",2
"51043","this a few times",2
"51044","this a lot i",2
"51045","this afternoon i was",2
"51046","this afternoon there is",2
"51047","this ahead of time",2
"51048","this all the time",2
"51049","this american life episode",2
"51050","this and it was",2
"51051","this and this and",2
"51052","this as a gift",2
"51053","this as it has",2
"51054","this because i feel",2
"51055","this blog for a",2
"51056","this blog is not",2
"51057","this blog is the",2
"51058","this blog post is",2
"51059","this book at the",2
"51060","this book i am",2
"51061","this book i was",2
"51062","this book is so",2
"51063","this book is the",2
"51064","this brings us to",2
"51065","this but i just",2
"51066","this but there is",2
"51067","this can be a",2
"51068","this can be made",2
"51069","this can be very",2
"51070","this could be an",2
"51071","this could be big",2
"51072","this could be the",2
"51073","this country will be",2
"51074","this day and age",2
"51075","this day is going",2
"51076","this does not happen",2
"51077","this does not mean",2
"51078","this early in the",2
"51079","this evening i have",2
"51080","this ever happened to",2
"51081","this feels like the",2
"51082","this fits the bill",2
"51083","this for a while",2
"51084","this giveaway is open",2
"51085","this guy next to",2
"51086","this has been an",2
"51087","this has been one",2
"51088","this has to do",2
"51089","this have to do",2
"51090","this here on the",2
"51091","this horrible habit of",2
"51092","this hospital had a",2
"51093","this i called my",2
"51094","this i had a",2
"51095","this i had to",2
"51096","this i think is",2
"51097","this i want to",2
"51098","this i wish i",2
"51099","this if i had",2
"51100","this in accordance with",2
"51101","this in addition to",2
"51102","this in three ways",2
"51103","this is a band",2
"51104","this is a bold",2
"51105","this is a brand",2
"51106","this is a common",2
"51107","this is a complete",2
"51108","this is a decent",2
"51109","this is a film",2
"51110","this is a fun",2
"51111","this is a huge",2
"51112","this is a large",2
"51113","this is a lesson",2
"51114","this is a mess",2
"51115","this is a movie",2
"51116","this is a novel",2
"51117","this is a one",2
"51118","this is a point",2
"51119","this is a pretty",2
"51120","this is a real",2
"51121","this is a reality",2
"51122","this is a test",2
"51123","this is a time",2
"51124","this is a true",2
"51125","this is a two",2
"51126","this is about being",2
"51127","this is all part",2
"51128","this is all very",2
"51129","this is also a",2
"51130","this is also the",2
"51131","this is an amazing",2
"51132","this is an example",2
"51133","this is an old",2
"51134","this is as good",2
"51135","this is based on",2
"51136","this is because they",2
"51137","this is before we",2
"51138","this is believed to",2
"51139","this is clearly a",2
"51140","this is coming from",2
"51141","this is crazy but",2
"51142","this is due to",2
"51143","this is essentially a",2
"51144","this is for you",2
"51145","this is great for",2
"51146","this is his first",2
"51147","this is important for",2
"51148","this is it we",2
"51149","this is just how",2
"51150","this is just one",2
"51151","this is just what",2
"51152","this is kind of",2
"51153","this is known as",2
"51154","this is like a",2
"51155","this is like the",2
"51156","this is more like",2
"51157","this is my favorite",2
"51158","this is not going",2
"51159","this is not happening",2
"51160","this is not how",2
"51161","this is not my",2
"51162","this is not only",2
"51163","this is not that",2
"51164","this is not too",2
"51165","this is obviously a",2
"51166","this is one that",2
"51167","this is our home",2
"51168","this is probably one",2
"51169","this is probably the",2
"51170","this is so much",2
"51171","this is something different",2
"51172","this is something thats",2
"51173","this is supposed to",2
"51174","this is that i",2
"51175","this is the card",2
"51176","this is the future",2
"51177","this is the hardest",2
"51178","this is the heart",2
"51179","this is the least",2
"51180","this is the moment",2
"51181","this is the one",2
"51182","this is the perfect",2
"51183","this is the place",2
"51184","this is the shortest",2
"51185","this is truly a",2
"51186","this is unlikely to",2
"51187","this is very different",2
"51188","this is what a",2
"51189","this is what has",2
"51190","this is where you",2
"51191","this is why the",2
"51192","this is word for",2
"51193","this isnt a big",2
"51194","this isnt the end",2
"51195","this isnt the first",2
"51196","this isn’ going to",2
"51197","this just a little",2
"51198","this just made my",2
"51199","this kind of game",2
"51200","this kind of stuff",2
"51201","this kind of thing",2
"51202","this lady at the",2
"51203","this lady she is",2
"51204","this mean we can",2
"51205","this moment in time",2
"51206","this month as host",2
"51207","this month as we",2
"51208","this month for a",2
"51209","this month that the",2
"51210","this month the winner",2
"51211","this month we did",2
"51212","this morning at the",2
"51213","this morning but we",2
"51214","this morning he was",2
"51215","this morning i didnt",2
"51216","this morning i had",2
"51217","this morning i have",2
"51218","this morning i went",2
"51219","this morning thank you",2
"51220","this morning that he",2
"51221","this morning that it",2
"51222","this morning that the",2
"51223","this morning to the",2
"51224","this must have been",2
"51225","this my friends is",2
"51226","this next pick comes",2
"51227","this of course was",2
"51228","this one as i",2
"51229","this one but i",2
"51230","this one called for",2
"51231","this one i dont",2
"51232","this one im not",2
"51233","this one in the",2
"51234","this one is from",2
"51235","this one is just",2
"51236","this one is still",2
"51237","this over and over",2
"51238","this past friday and",2
"51239","this past season he",2
"51240","this past summer we",2
"51241","this past week when",2
"51242","this past weekend and",2
"51243","this photo was taken",2
"51244","this picture was taken",2
"51245","this point i am",2
"51246","this point i have",2
"51247","this point it is",2
"51248","this point that i",2
"51249","this portion of the",2
"51250","this post is about",2
"51251","this post is to",2
"51252","this post was written",2
"51253","this question as a",2
"51254","this question in the",2
"51255","this raises the question",2
"51256","this recipe is great",2
"51257","this reminds me of",2
"51258","this season but they",2
"51259","this season he is",2
"51260","this season they have",2
"51261","this season with the",2
"51262","this section of the",2
"51263","this series is a",2
"51264","this show even if",2
"51265","this show is a",2
"51266","this side of the",2
"51267","this status if you",2
"51268","this story originally appeared",2
"51269","this summer as a",2
"51270","this summer at the",2
"51271","this summer in the",2
"51272","this that and the",2
"51273","this the first time",2
"51274","this there are a",2
"51275","this time around i",2
"51276","this time around the",2
"51277","this time as the",2
"51278","this time because the",2
"51279","this time but i",2
"51280","this time from a",2
"51281","this time i got",2
"51282","this time i had",2
"51283","this time in a",2
"51284","this time in my",2
"51285","this time it’ been",2
"51286","this time next week",2
"51287","this time she said",2
"51288","this time we have",2
"51289","this time with a",2
"51290","this too is a",2
"51291","this tweet i would",2
"51292","this type of person",2
"51293","this was a bit",2
"51294","this was a great",2
"51295","this was a little",2
"51296","this was a racially-motivated",2
"51297","this was a very",2
"51298","this was by no",2
"51299","this was done in",2
"51300","this was more of",2
"51301","this was of course",2
"51302","this was only the",2
"51303","this was such a",2
"51304","this was taking place",2
"51305","this was the beginning",2
"51306","this was the last",2
"51307","this was the only",2
"51308","this was the perfect",2
"51309","this was the third",2
"51310","this was to get",2
"51311","this way at this",2
"51312","this week and at",2
"51313","this week as the",2
"51314","this week but im",2
"51315","this week but the",2
"51316","this week by the",2
"51317","this week had a",2
"51318","this week i dont",2
"51319","this week i will",2
"51320","this week if youre",2
"51321","this week im not",2
"51322","this week in a",2
"51323","this week over at",2
"51324","this week so i",2
"51325","this week to see",2
"51326","this week we are",2
"51327","this week we have",2
"51328","this week will be",2
"51329","this week with the",2
"51330","this week you can",2
"51331","this weekend and i",2
"51332","this weekend because of",2
"51333","this weekend cant wait",2
"51334","this weekend for a",2
"51335","this weekend has been",2
"51336","this weekend i am",2
"51337","this weekend i had",2
"51338","this weekend i hope",2
"51339","this weekend was a",2
"51340","this weekend you can",2
"51341","this whole thing is",2
"51342","this will give you",2
"51343","this will have to",2
"51344","this will not be",2
